Order ID,Product ID,Order Date,Ship Date,Delivery_days,Order_Month,Order_Year,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Revenue,Quantity,Discount,Profit,Profit_margin,,,,,,,,,,
CA-2011-129091,OFF-BI-10001071,22-11-2011,27-11-2011,5,11,2011,Standard Class,RA-19885,Ruben Ausman,Corporate,Columbus,Georgia,South,Office Supplies,Binders,GBC ProClick Punch Binding System,319.90,5,0,156.75,49%,,,,,,,,,,
CA-2011-129091,OFF-EN-10001990,22-11-2011,27-11-2011,5,11,2011,Standard Class,RA-19885,Ruben Ausman,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,Staples,11.36,2,0,5.34,47%,,,,,,,,,,
CA-2011-129091,OFF-AP-10002734,22-11-2011,27-11-2011,5,11,2011,Standard Class,RA-19885,Ruben Ausman,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,3,0,290.30,43%,,,,,,,,,,
US-2011-155502,FUR-FU-10004587,27-01-2011,01-02-2011,5,1,2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0,30.78,49%,,,,,,,,,,
US-2011-155502,OFF-ST-10004337,27-01-2011,01-02-2011,5,1,2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,8,0,0.00,0%,,,,,,,,,,
US-2011-155502,OFF-PA-10003072,27-01-2011,01-02-2011,5,1,2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0,9.33,48%,,,,,,,,,,
US-2011-155502,OFF-PA-10000380,27-01-2011,01-02-2011,5,1,2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0,8.34,50%,,,,,,,,,,
US-2011-155502,TEC-PH-10004833,27-01-2011,01-02-2011,5,1,2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Technology,Phones,Macally Suction Cup Mount,155.35,13,0,0.00,0%,,,,,,,,,,
US-2011-155502,FUR-FU-10001847,27-01-2011,01-02-2011,5,1,2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0,4.47,36%,,,,,,,,,,
US-2011-155502,TEC-PH-10002103,27-01-2011,01-02-2011,5,1,2011,Standard Class,SD-20485,Shirley Daniels,Home Office,Alexandria,Virginia,South,Technology,Phones,Jabra SPEAK 410,187.98,2,0,52.63,28%,,,,,,,,,,
CA-2012-121041,OFF-EN-10001137,03-11-2012,10-11-2012,7,11,2012,Standard Class,CS-12250,Chris Selesnick,Corporate,Haltom City,Texas,Central,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.61,2,0.2,2.15,33%,,,,,,,,,,
CA-2014-131695,OFF-ST-10001476,01-07-2014,07-07-2014,6,7,2014,Standard Class,RA-19285,Ralph Arnett,Consumer,New York City,New York,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,248.57,7,0,67.11,27%,,,,,,,,,,
CA-2014-131695,FUR-FU-10002045,01-07-2014,07-07-2014,6,7,2014,Standard Class,RA-19285,Ralph Arnett,Consumer,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 14""",22.23,1,0,9.78,44%,,,,,,,,,,
CA-2013-137729,OFF-ST-10001505,06-05-2013,10-05-2013,4,5,2013,Standard Class,BF-11005,Barry Franz,Home Office,Los Angeles,California,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0,1.02,17%,,,,,,,,,,
CA-2013-137729,TEC-PH-10001433,06-05-2013,10-05-2013,4,5,2013,Standard Class,BF-11005,Barry Franz,Home Office,Los Angeles,California,West,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.17,3,0.2,21.54,9%,,,,,,,,,,
US-2013-115455,FUR-FU-10004671,09-09-2013,15-09-2013,6,9,2013,Standard Class,SE-20110,Sanjit Engle,Consumer,Wheeling,Illinois,Central,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",14.14,2,0.6,-7.77,-55%,,,,,,,,,,
US-2013-115455,FUR-TA-10003569,09-09-2013,15-09-2013,6,9,2013,Standard Class,SE-20110,Sanjit Engle,Consumer,Wheeling,Illinois,Central,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,601.47,3,0.5,-300.74,-50%,,,,,,,,,,
CA-2014-128300,TEC-PH-10002807,25-11-2014,27-11-2014,2,11,2014,Second Class,RS-19765,Roland Schwarz,Corporate,Summerville,South Carolina,South,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,79.10,2,0,39.55,50%,,,,,,,,,,
CA-2014-128300,OFF-BI-10001597,25-11-2014,27-11-2014,2,11,2014,Second Class,RS-19765,Roland Schwarz,Corporate,Summerville,South Carolina,South,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,8,0,157.36,48%,,,,,,,,,,
CA-2014-149048,OFF-EN-10003296,14-05-2014,18-05-2014,4,5,2014,Standard Class,BM-11650,Brian Moss,Corporate,Columbus,Indiana,Central,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,2,0,81.43,45%,,,,,,,,,,
CA-2014-149048,OFF-BI-10004632,14-05-2014,18-05-2014,4,5,2014,Standard Class,BM-11650,Brian Moss,Corporate,Columbus,Indiana,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,914.97,3,0,411.74,45%,,,,,,,,,,
CA-2014-149048,TEC-PH-10002310,14-05-2014,18-05-2014,4,5,2014,Standard Class,BM-11650,Brian Moss,Corporate,Columbus,Indiana,Central,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97,3,0,158.75,27%,,,,,,,,,,
CA-2014-149048,OFF-ST-10000078,14-05-2014,18-05-2014,4,5,2014,Standard Class,BM-11650,Brian Moss,Corporate,Columbus,Indiana,Central,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,530.34,2,0,95.46,18%,,,,,,,,,,
CA-2014-149048,OFF-PA-10001752,14-05-2014,18-05-2014,4,5,2014,Standard Class,BM-11650,Brian Moss,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94,3,0,7.32,49%,,,,,,,,,,
CA-2014-108553,OFF-AP-10000026,24-04-2014,30-04-2014,6,4,2014,Standard Class,SK-19990,Sally Knutson,Consumer,New York City,New York,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,2,0,35.36,29%,,,,,,,,,,
CA-2014-108553,OFF-SU-10002573,24-04-2014,30-04-2014,6,4,2014,Standard Class,SK-19990,Sally Knutson,Consumer,New York City,New York,East,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71,7,0,36.81,30%,,,,,,,,,,
CA-2013-165848,OFF-PA-10000349,05-06-2013,05-06-2013,0,6,2013,Same Day,EN-13780,Edward Nazzal,Consumer,New York City,New York,East,Office Supplies,Paper,Staples,14.94,3,0,7.02,47%,,,,,,,,,,
CA-2013-165848,TEC-MA-10003356,05-06-2013,05-06-2013,0,6,2013,Same Day,EN-13780,Edward Nazzal,Consumer,New York City,New York,East,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,3,0,364.46,27%,,,,,,,,,,
CA-2013-165848,FUR-BO-10000362,05-06-2013,05-06-2013,0,6,2013,Same Day,EN-13780,Edward Nazzal,Consumer,New York City,New York,East,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.78,1,0.2,5.13,4%,,,,,,,,,,
CA-2013-165848,FUR-FU-10003878,05-06-2013,05-06-2013,0,6,2013,Same Day,EN-13780,Edward Nazzal,Consumer,New York City,New York,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",61.12,4,0,20.78,34%,,,,,,,,,,
CA-2011-112718,OFF-BI-10000591,16-12-2011,21-12-2011,5,12,2011,Standard Class,KN-16450,Kean Nguyen,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,Avery Binder Labels,1.17,1,0.7,-0.86,-73%,,,,,,,,,,
CA-2013-154053,OFF-AR-10003727,05-03-2013,11-03-2013,6,3,2013,Standard Class,MG-17890,Michael Granlund,Home Office,San Diego,California,West,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1,0,4.93,29%,,,,,,,,,,
CA-2011-127446,TEC-AC-10001635,25-11-2011,30-11-2011,5,11,2011,Standard Class,MC-17590,Matt Collister,Corporate,Arlington,Texas,Central,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,24.67,3,0.2,0.00,0%,,,,,,,,,,
CA-2011-127446,OFF-LA-10001317,25-11-2011,30-11-2011,5,11,2011,Standard Class,MC-17590,Matt Collister,Corporate,Arlington,Texas,Central,Office Supplies,Labels,Avery 520,2.52,1,0.2,0.88,35%,,,,,,,,,,
CA-2011-127446,FUR-TA-10000577,25-11-2011,30-11-2011,5,11,2011,Standard Class,MC-17590,Matt Collister,Corporate,Arlington,Texas,Central,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.74,5,0.3,-121.87,-10%,,,,,,,,,,
CA-2011-127446,OFF-LA-10000248,25-11-2011,30-11-2011,5,11,2011,Standard Class,MC-17590,Matt Collister,Corporate,Arlington,Texas,Central,Office Supplies,Labels,Avery 52,5.90,2,0.2,1.99,34%,,,,,,,,,,
CA-2011-127446,OFF-PA-10000955,25-11-2011,30-11-2011,5,11,2011,Standard Class,MC-17590,Matt Collister,Corporate,Arlington,Texas,Central,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.70,3,0.2,5.10,33%,,,,,,,,,,
CA-2011-127446,FUR-FU-10000221,25-11-2011,30-11-2011,5,11,2011,Standard Class,MC-17590,Matt Collister,Corporate,Arlington,Texas,Central,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.10,3,0.6,-3.96,-65%,,,,,,,,,,
CA-2013-137204,FUR-CH-10002304,29-04-2013,06-05-2013,7,4,2013,Standard Class,BO-11350,Bill Overfelt,Corporate,Los Angeles,California,West,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.57,2,0.2,2.60,6%,,,,,,,,,,
CA-2011-147298,FUR-CH-10004886,26-04-2011,03-05-2011,7,4,2011,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Los Angeles,California,West,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.03,10%,,,,,,,,,,
CA-2011-147298,OFF-BI-10001525,26-04-2011,03-05-2011,7,4,2011,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Los Angeles,California,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.29,6,0.2,5.72,31%,,,,,,,,,,
CA-2014-147942,OFF-LA-10003663,02-04-2014,06-04-2014,4,4,2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 498,5.78,2,0,2.72,47%,,,,,,,,,,
CA-2014-147942,OFF-BI-10001294,02-04-2014,06-04-2014,4,4,2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,San Francisco,California,West,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,0.2,38.03,31%,,,,,,,,,,
CA-2014-115931,OFF-AR-10000369,23-12-2014,27-12-2014,4,12,2014,Standard Class,JM-15655,Jim Mitchum,Corporate,Carlsbad,New Mexico,West,Office Supplies,Art,Design Ebony Sketching Pencil,4.17,3,0,1.08,26%,,,,,,,,,,
CA-2014-115931,TEC-PH-10001300,23-12-2014,27-12-2014,4,12,2014,Standard Class,JM-15655,Jim Mitchum,Corporate,Carlsbad,New Mexico,West,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,4,0.2,6.70,10%,,,,,,,,,,
CA-2014-115931,OFF-ST-10000876,23-12-2014,27-12-2014,4,12,2014,Standard Class,JM-15655,Jim Mitchum,Corporate,Carlsbad,New Mexico,West,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,3,0,10.45,28%,,,,,,,,,,
CA-2014-115931,OFF-LA-10001404,23-12-2014,27-12-2014,4,12,2014,Standard Class,JM-15655,Jim Mitchum,Corporate,Carlsbad,New Mexico,West,Office Supplies,Labels,Avery 517,18.45,5,0,8.67,47%,,,,,,,,,,
CA-2011-164861,OFF-PA-10001972,03-12-2011,06-12-2011,3,12,2011,Second Class,MC-17635,Matthew Clasen,Corporate,Saint Louis,Missouri,Central,Office Supplies,Paper,Xerox 214,25.92,4,0,12.44,48%,,,,,,,,,,
CA-2014-127180,TEC-CO-10004722,23-10-2014,25-10-2014,2,10,2014,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,East,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.97,4,0.2,3919.99,35%,,,,,,,,,,
CA-2014-127180,TEC-PH-10001494,23-10-2014,25-10-2014,2,10,2014,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,East,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.60,8,0,647.89,27%,,,,,,,,,,
CA-2014-127180,OFF-EN-10002500,23-10-2014,25-10-2014,2,10,2014,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.90,5,0,28.76,45%,,,,,,,,,,
CA-2014-127180,TEC-PH-10003800,23-10-2014,25-10-2014,2,10,2014,First Class,TA-21385,Tom Ashbrook,Home Office,New York City,New York,East,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.99,1,0,0.53,1%,,,,,,,,,,
US-2014-165344,TEC-AC-10002399,14-11-2014,16-11-2014,2,11,2014,First Class,SB-20290,Sean Braxton,Corporate,Springfield,Ohio,East,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.86,4,0.2,9.13,15%,,,,,,,,,,
US-2014-165344,TEC-MA-10002210,14-11-2014,16-11-2014,2,11,2014,First Class,SB-20290,Sean Braxton,Corporate,Springfield,Ohio,East,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,653.00,7,0.7,-935.96,-143%,,,,,,,,,,
US-2014-165344,OFF-BI-10003196,14-11-2014,16-11-2014,2,11,2014,First Class,SB-20290,Sean Braxton,Corporate,Springfield,Ohio,East,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22,10,0.7,-7.48,-67%,,,,,,,,,,
CA-2012-168186,OFF-PA-10000477,10-09-2012,15-09-2012,5,9,2012,Standard Class,AB-10150,Aimee Bixby,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Paper,Xerox 1952,14.94,3,0,7.02,47%,,,,,,,,,,
US-2014-110604,FUR-FU-10000076,16-05-2014,21-05-2014,5,5,2014,Standard Class,JF-15295,Jason Fortune-,Consumer,Seattle,Washington,West,Furniture,Furnishings,24-Hour Round Wall Clock,39.96,2,0,17.18,43%,,,,,,,,,,
US-2014-110604,FUR-CH-10002017,16-05-2014,21-05-2014,5,5,2014,Standard Class,JF-15295,Jason Fortune-,Consumer,Seattle,Washington,West,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.62,2,0.2,4.26,10%,,,,,,,,,,
US-2014-110604,FUR-CH-10004287,16-05-2014,21-05-2014,5,5,2014,Standard Class,JF-15295,Jason Fortune-,Consumer,Seattle,Washington,West,Furniture,Chairs,SAFCO Arco Folding Chair,220.96,1,0.2,24.86,11%,,,,,,,,,,
CA-2012-116750,FUR-FU-10003829,05-07-2012,10-07-2012,5,7,2012,Second Class,BF-10975,Barbara Fisher,Corporate,Fayetteville,North Carolina,South,Furniture,Furnishings,Stackable Trays,4.93,2,0.2,0.74,15%,,,,,,,,,,
CA-2012-116750,OFF-BI-10004728,05-07-2012,10-07-2012,5,7,2012,Second Class,BF-10975,Barbara Fisher,Corporate,Fayetteville,North Carolina,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,-5.78,-80%,,,,,,,,,,
CA-2012-162369,OFF-ST-10000046,15-08-2012,19-08-2012,4,8,2012,Standard Class,TT-21265,Tim Taslimi,Corporate,Los Angeles,California,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.10,2,0,61.39,19%,,,,,,,,,,
CA-2014-108441,OFF-PA-10000697,13-06-2014,19-06-2014,6,6,2014,Standard Class,SB-20170,Sarah Bern,Consumer,New York City,New York,East,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04,4,0,9.33,49%,,,,,,,,,,
CA-2014-108441,OFF-BI-10000848,13-06-2014,19-06-2014,6,6,2014,Standard Class,SB-20170,Sarah Bern,Consumer,New York City,New York,East,Office Supplies,Binders,Angle-D Ring Binders,13.13,3,0.2,4.27,33%,,,,,,,,,,
CA-2014-108441,OFF-AR-10004691,13-06-2014,19-06-2014,6,6,2014,Standard Class,SB-20170,Sarah Bern,Consumer,New York City,New York,East,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0,16.68,26%,,,,,,,,,,
CA-2014-108441,FUR-CH-10000595,13-06-2014,19-06-2014,6,6,2014,Standard Class,SB-20170,Sarah Bern,Consumer,New York City,New York,East,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24,4,0.1,143.04,17%,,,,,,,,,,
CA-2012-169740,TEC-AC-10000927,20-02-2012,25-02-2012,5,2,2012,Standard Class,LM-17065,Liz MacKendrick,Consumer,Hot Springs,Arkansas,South,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,29.99,1,0,3.00,10%,,,,,,,,,,
CA-2013-124051,OFF-PA-10001289,30-12-2013,31-12-2013,1,12,2013,First Class,KA-16525,Kelly Andreada,Consumer,Aurora,Illinois,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,186.05,6,0.2,67.44,36%,,,,,,,,,,
CA-2013-149111,TEC-PH-10003092,18-04-2013,22-04-2013,4,4,2013,Second Class,BF-11170,Ben Ferrer,Home Office,Raleigh,North Carolina,South,Technology,Phones,Motorola L804,36.79,1,0.2,4.14,11%,,,,,,,,,,
CA-2013-149111,FUR-FU-10000206,18-04-2013,22-04-2013,4,4,2013,Second Class,BF-11170,Ben Ferrer,Home Office,Raleigh,North Carolina,South,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.62,8,0.2,6.29,34%,,,,,,,,,,
CA-2011-131002,FUR-FU-10004270,07-09-2011,12-09-2011,5,9,2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0,23.65,41%,,,,,,,,,,
CA-2011-131002,OFF-BI-10000948,07-09-2011,12-09-2011,5,9,2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,0,20.12,47%,,,,,,,,,,
CA-2011-131002,OFF-PA-10000223,07-09-2011,12-09-2011,5,9,2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Paper,Xerox 2000,12.96,2,0,6.22,48%,,,,,,,,,,
CA-2011-131002,FUR-FU-10004665,07-09-2011,12-09-2011,5,9,2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0,213.69,26%,,,,,,,,,,
CA-2011-131002,TEC-PH-10000215,07-09-2011,12-09-2011,5,9,2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,Tulsa,Oklahoma,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0,28.31,27%,,,,,,,,,,
US-2013-146794,FUR-BO-10004467,27-09-2013,02-10-2013,5,9,2013,Standard Class,SH-19975,Sally Hughsby,Corporate,Hesperia,California,West,Furniture,Bookcases,Bestar Classic Bookcase,424.96,5,0.15,20.00,5%,,,,,,,,,,
CA-2014-112515,OFF-BI-10000829,18-09-2014,22-09-2014,4,9,2014,Second Class,AS-10225,Alan Schoenberger,Corporate,Provo,Utah,West,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3,0.2,3.50,33%,,,,,,,,,,
CA-2014-112515,OFF-BI-10003712,18-09-2014,22-09-2014,4,9,2014,Second Class,AS-10225,Alan Schoenberger,Corporate,Provo,Utah,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.78,3,0.2,4.27,36%,,,,,,,,,,
CA-2014-112515,OFF-PA-10000062,18-09-2014,22-09-2014,4,9,2014,Second Class,AS-10225,Alan Schoenberger,Corporate,Provo,Utah,West,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,3,0,80.79,49%,,,,,,,,,,
CA-2014-112515,FUR-BO-10003404,18-09-2014,22-09-2014,4,9,2014,Second Class,AS-10225,Alan Schoenberger,Corporate,Provo,Utah,West,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0,77.58,6%,,,,,,,,,,
CA-2014-112515,OFF-BI-10004233,18-09-2014,22-09-2014,4,9,2014,Second Class,AS-10225,Alan Schoenberger,Corporate,Provo,Utah,West,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.58,2,0.2,8.95,35%,,,,,,,,,,
CA-2014-112515,OFF-ST-10001272,18-09-2014,22-09-2014,4,9,2014,Second Class,AS-10225,Alan Schoenberger,Corporate,Provo,Utah,West,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0,65.44,25%,,,,,,,,,,
CA-2014-112515,OFF-LA-10001175,18-09-2014,22-09-2014,4,9,2014,Second Class,AS-10225,Alan Schoenberger,Corporate,Provo,Utah,West,Office Supplies,Labels,Avery 514,14.40,5,0,7.06,49%,,,,,,,,,,
CA-2013-150343,OFF-EN-10004030,17-08-2013,21-08-2013,4,8,2013,Standard Class,PK-19075,Pete Kriz,Consumer,San Francisco,California,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.10,47%,,,,,,,,,,
CA-2012-135538,FUR-CH-10004287,24-12-2012,28-12-2012,4,12,2012,Standard Class,HR-14830,Harold Ryan,Corporate,Gilbert,Arizona,West,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,4,0.2,99.43,11%,,,,,,,,,,
CA-2014-123372,TEC-PH-10002834,29-11-2014,03-12-2014,4,11,2014,Standard Class,DG-13300,Deirdre Greer,Corporate,New York City,New York,East,Technology,Phones,Google Nexus 5,1979.89,11,0,494.97,25%,,,,,,,,,,
CA-2014-123372,OFF-EN-10003055,29-11-2014,03-12-2014,4,11,2014,Standard Class,DG-13300,Deirdre Greer,Corporate,New York City,New York,East,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0,35.98,45%,,,,,,,,,,
CA-2014-159604,OFF-BI-10003460,15-04-2014,16-04-2014,1,4,2014,First Class,CL-12700,Craig Leslie,Home Office,Springfield,Missouri,Central,Office Supplies,Binders,Acco 3-Hole Punch,8.76,2,0,4.20,48%,,,,,,,,,,
CA-2013-164784,OFF-LA-10001569,02-05-2013,05-05-2013,3,5,2013,First Class,HF-14995,Herbert Flentye,Consumer,Memphis,Tennessee,South,Office Supplies,Labels,Avery 499,3.98,1,0.2,1.29,33%,,,,,,,,,,
CA-2013-164784,FUR-TA-10004534,02-05-2013,05-05-2013,3,5,2013,First Class,HF-14995,Herbert Flentye,Consumer,Memphis,Tennessee,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.07,-38%,,,,,,,,,,
CA-2013-164784,OFF-BI-10002954,02-05-2013,05-05-2013,3,5,2013,First Class,HF-14995,Herbert Flentye,Consumer,Memphis,Tennessee,South,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.74,2,0.7,-2.01,-73%,,,,,,,,,,
CA-2013-111794,TEC-AC-10003832,02-10-2013,02-10-2013,0,10,2013,Same Day,HG-15025,Hunter Glantz,Consumer,Amarillo,Texas,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.51,3,0.2,20.87,26%,,,,,,,,,,
CA-2013-111794,OFF-PA-10000474,02-10-2013,02-10-2013,0,10,2013,Same Day,HG-15025,Hunter Glantz,Consumer,Amarillo,Texas,Central,Office Supplies,Paper,Staples,28.35,1,0.2,9.57,34%,,,,,,,,,,
US-2012-139759,FUR-CH-10002774,25-08-2012,30-08-2012,5,8,2012,Standard Class,NL-18310,Nancy Lomonaco,Home Office,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.78,1,0.2,4.59,11%,,,,,,,,,,
US-2012-139759,OFF-AP-10002765,25-08-2012,30-08-2012,5,8,2012,Standard Class,NL-18310,Nancy Lomonaco,Home Office,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,4,0,29.67,28%,,,,,,,,,,
CA-2011-126403,OFF-PA-10001144,09-09-2011,12-09-2011,3,9,2011,Second Class,RR-19525,Rick Reed,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,Xerox 1913,166.44,3,0,79.89,48%,,,,,,,,,,
CA-2011-126403,FUR-CH-10003761,09-09-2011,12-09-2011,3,9,2011,Second Class,RR-19525,Rick Reed,Corporate,Lowell,Massachusetts,East,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,0,212.19,27%,,,,,,,,,,
CA-2011-126403,OFF-PA-10004665,09-09-2011,12-09-2011,3,9,2011,Second Class,RR-19525,Rick Reed,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,Advantus Motivational Note Cards,26.20,2,0,12.84,49%,,,,,,,,,,
CA-2011-126403,OFF-ST-10000078,09-09-2011,12-09-2011,3,9,2011,Second Class,RR-19525,Rick Reed,Corporate,Lowell,Massachusetts,East,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.65,18%,,,,,,,,,,
CA-2014-136875,OFF-PA-10000357,04-12-2014,04-12-2014,0,12,2014,Same Day,TC-21295,Toby Carlisle,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 1888,166.44,3,0,79.89,48%,,,,,,,,,,
CA-2014-132185,OFF-AR-10000422,28-11-2014,03-12-2014,5,11,2014,Standard Class,DB-13615,Doug Bickford,Consumer,Asheville,North Carolina,South,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,5,0.2,0.77,9%,,,,,,,,,,
CA-2014-132185,OFF-AP-10001205,28-11-2014,03-12-2014,5,11,2014,Standard Class,DB-13615,Doug Bickford,Consumer,Asheville,North Carolina,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.58,1,0.2,4.36,10%,,,,,,,,,,
